Gene	sgRNA	Lower|beta	Lower|z	Lower|p-value	Lower|fdr	Lower|wald-p-value	Lower|wald-fdr	Upper|beta	Upper|z	Upper|p-value	Upper|fdr	Upper|wald-p-value	Upper|wald-fdr
BRDT	3	0.20193	1.4037	0.79839	0.99511	0.16041	0.52303	0.045348	0.3112	0.66667	0.9943	0.75565	1
BRSK1	4	-2.3083	-1.4706	0.16577	0.96267	0.1414	0.52303	0.8591	0.62913	0.87186	0.9943	0.52926	1
BRSK2	2	0.14387	1.4638	0.88754	0.99764	0.14324	0.52303	0.012132	0.12176	0.5336	0.9943	0.90309	1
BST1	3	0.23899	1.3844	0.84095	0.99764	0.16623	0.52852	0.023892	0.13672	0.57616	0.9943	0.89125	1
BTK	3	2.3209	0.37743	0.81586	0.99511	0.70585	0.99608	0.77477	0.12661	0.98656	0.99909	0.89925	1
C17orf75	4	3.5292	0.20729	0.44444	0.96267	0.83578	0.99608	2.5422	0.15119	0.15636	0.93333	0.87983	1
C1QA	2	4.4207	0.068208	0.35484	0.96267	0.94562	0.99608	2.8805	0.044461	0.18459	0.93333	0.96454	1
C1QB	3	-1.9087	-1.0625	0.36918	0.96267	0.28802	0.68388	1.0314	0.76199	0.89964	0.9943	0.44606	1
C1QC	2	-2.2631	-2.3499	0.36828	0.96267	0.01878	0.41096	-4.3014	-4.463	0.15323	0.93333	8.0807e-06	0.00026139
C1R	3	0.16193	1.4529	0.71953	0.99511	0.14626	0.52303	1.9072e-05	0.00016879	0.29346	0.97823	0.99987	1
C1S	3	2.9984	0.22062	0.63934	0.99511	0.82539	0.99608	0.71541	0.052463	0.99731	0.9991	0.95816	1
C3	3	3.9076	0.15074	0.42473	0.96267	0.88018	0.99608	-4.7394	-0.1737	0.024194	0.92557	0.86211	1
C4A	4	3.598	0.22505	0.43056	0.96267	0.82194	0.99608	1.4929	0.093317	0.65054	0.9943	0.92565	1
C4B	4	3.598	0.22505	0.43056	0.96267	0.82194	0.99608	1.4929	0.093317	0.65054	0.9943	0.92565	1
C5	2	0.14244	1.467	0.88575	0.99764	0.14238	0.52303	1.7901e-05	0.00018183	0.41219	0.98501	0.99985	1
C8G	4	0.21232	1.4071	0.66532	0.99511	0.15941	0.52303	0.024022	0.15715	0.55152	0.9943	0.87513	1
C9orf96	4	1.3464	0.96594	0.88486	0.99764	0.33407	0.78324	-0.63092	-0.45611	0.12321	0.92557	0.64831	1
CA10	4	1.6327	0.57212	0.83557	0.99764	0.56724	0.99608	1.5166	0.5624	0.6362	0.9943	0.57384	1
CA11	4	0.15214	1.4596	0.49507	0.96267	0.1444	0.52303	0.011115	0.10514	0.3302	0.97823	0.91626	1
CA12	3	3.6435	0.1664	0.48208	0.96267	0.86784	0.99608	0.068934	0.0030758	0.7052	0.9943	0.99755	1
CA13	5	2.9041	0.35509	0.55645	0.96732	0.72252	0.99608	1.3451	0.16523	0.66532	0.9943	0.86876	1
CA1	1	6.7991	0.0076439	0.025986	0.90625	0.9939	0.99735	4.2905	0.0048237	0.02957	0.92557	0.99615	1
CA2	3	0.3589	0.19345	0.90278	0.99764	0.84661	0.99608	1.3306	0.75206	0.79301	0.9943	0.45201	1
CA3	4	0.52812	1.2702	0.94489	0.99764	0.204	0.59212	0.14433	0.33881	0.86694	0.9943	0.73475	1
CA4	3	3.7292	0.18312	0.46416	0.96267	0.8547	0.99608	1.3045	0.063838	0.80018	0.9943	0.9491	1
CA5A	4	-1.5341	-0.41712	0.28808	0.96267	0.67659	0.99608	2.1384	0.63614	0.32213	0.97823	0.52469	1
CA5B	3	0.22765	1.3954	0.82706	0.99515	0.1629	0.52468	0.017782	0.10765	0.52599	0.9943	0.91428	1
CA6	4	-2.4575	-2.1967	0.12993	0.96267	0.028045	0.44396	0.63558	0.64201	0.92921	0.9943	0.52087	1
CA7	4	1.6517	0.37527	0.83065	0.99677	0.70746	0.99608	2.1912	0.50338	0.29704	0.97823	0.6147	1
CA8	3	-1.1191	-0.09293	0.47043	0.96267	0.92596	0.99608	3.0835	0.27058	0.059588	0.92557	0.78671	1
CA9	3	4.3471	0.10093	0.29659	0.96267	0.91961	0.99608	2.2541	0.052334	0.3517	0.97823	0.95826	1
CACNA1A	3	3.1211	0.20508	0.60977	0.99271	0.83751	0.99608	2.2004	0.14669	0.37321	0.98251	0.88338	1
CACNA1B	3	4.1132	0.12301	0.36604	0.96267	0.9021	0.99608	1.5143	0.045284	0.70609	0.9943	0.96388	1
CACNA1C	2	-2.2058	-0.65466	0.40726	0.96267	0.51268	0.99608	1.468	0.50074	0.77419	0.9943	0.61655	1
CACNA1D	3	5.0166	0.060989	0.13306	0.96267	0.95137	0.99608	3.1151	0.037872	0.051075	0.92557	0.96979	1
CACNA1I	3	0.22317	1.3956	0.82213	0.99515	0.16285	0.52468	0.029525	0.18234	0.61111	0.9943	0.85531	1
CACNA1S	3	0.010545	0.031494	0.51703	0.96267	0.97488	0.99608	0.45516	1.1975	0.92115	0.9943	0.23109	1
CACNA2D1	4	0.23129	1.2595	0.7155	0.99511	0.20787	0.59705	0.16811	0.8824	0.90099	0.9943	0.37756	1
CACNA2D2	5	0.48411	1.1686	0.97088	0.99866	0.24257	0.60412	0.21785	0.51202	0.9991	0.9991	0.60864	1
CACNB1	5	0.38082	2.0005	0.92787	0.99764	0.045441	0.47176	0.047554	0.24725	0.75134	0.9943	0.80472	1
CACNB2	5	0.35194	1.8049	0.89337	0.99764	0.071091	0.49146	0.037062	0.18803	0.66801	0.9943	0.85085	1
CACNB3	8	0.35643	2.5082	0.91129	0.99764	0.012136	0.34258	0.056233	0.39138	0.90367	0.9943	0.69552	1
CACNB4	2	-2.0915	-0.23044	0.46953	0.96267	0.81775	0.99608	2.7792	0.32131	0.22894	0.95264	0.74798	1
CACNG1	4	0.28986	1.8923	0.83647	0.99764	0.058453	0.47176	0.014522	0.093717	0.40547	0.98378	0.92533	1
CALM1	1	5.9507	0.015691	0.14382	0.96267	0.98748	0.99608	2.0667	0.0054495	0.80108	0.9943	0.99565	1
CALM2	2	0.16529	1.448	0.91891	0.99764	0.14761	0.52303	0.0067778	0.058594	0.49642	0.99372	0.95328	1
CALM3	3	-1.9292	-0.73981	0.36111	0.96267	0.45941	0.99608	1.6679	0.67782	0.62769	0.9943	0.49788	1
CALR	2	3.8136	0.10282	0.50762	0.96267	0.91811	0.99608	2.2993	0.061992	0.44758	0.98521	0.95057	1
CALY	8	0.22698	2.0013	0.35753	0.96267	0.045359	0.47176	0.067981	0.59161	0.97088	0.99909	0.55411	1
CAMK1D	3	5.3212	0.047214	0.074373	0.96267	0.96234	0.99608	0.74781	0.006621	0.99552	0.9991	0.99472	1
CAMK1G	2	-1.5067	-0.12619	0.68459	0.99511	0.89958	0.99608	3.0657	0.26135	0.125	0.92557	0.79382	1
CAMK1	4	-1.6205	-0.47396	0.2836	0.96267	0.63553	0.99608	2.0651	0.65234	0.35484	0.97823	0.51418	1
CAMK2B	2	0.20451	1.4132	0.96864	0.99866	0.15759	0.52303	0.011885	0.081113	0.53047	0.9943	0.93535	1
CAMK2D	4	0.84118	0.64948	0.91846	0.99764	0.51603	0.99608	0.65342	0.55791	0.92294	0.9943	0.57691	1
CAMK2G	2	-3.7308	-4.5348	0.00044803	0.5	5.7662e-06	0.0068021	-4.4453	-5.2473	0.11649	0.92557	1.5438e-07	8.0135e-06
CAMK2N1	3	-1.6065	-0.4535	0.43414	0.96267	0.65019	0.99608	1.2224	0.423	0.83557	0.9943	0.67229	1
CAMK4	5	3.9232	0.18358	0.30466	0.96267	0.85434	0.99608	2.326	0.10888	0.19131	0.93333	0.9133	1
CAMKK1	3	-1.9544	-0.14554	0.35349	0.96267	0.88428	0.99608	3.2954	0.27053	0.027778	0.92557	0.78675	1
CAMKK2	5	4.2946	0.15214	0.20923	0.96267	0.87907	0.99608	1.924	0.068017	0.3759	0.98251	0.94577	1
CAMKV	4	3.1476	0.29026	0.52957	0.96267	0.77162	0.99608	1.8115	0.1678	0.49328	0.99372	0.86674	1
CAMLG	3	-1.6761	-2.5653	0.42115	0.96267	0.010307	0.30271	-3.8802	-6.0241	0.094534	0.92557	1.7001e-09	1.5811e-07
CAMP	3	0.14473	1.4648	0.6698	0.99511	0.14299	0.52303	0.0064927	0.064792	0.38575	0.98251	0.94834	1
CANT1	5	-2.7867	-3.1778	0.040771	0.94231	0.0014842	0.1196	0.20525	0.27898	0.98342	0.99909	0.78026	1
CANX	4	0.21647	1.4046	0.67518	0.99511	0.16013	0.52303	0.020371	0.13049	0.49328	0.99372	0.89618	1
CAPN1	2	0.2151	1.4017	0.98073	0.99866	0.161	0.52303	0.025469	0.16396	0.60125	0.9943	0.86976	1
CAPNS1	2	-2.2081	-1.9846	0.40681	0.96267	0.047188	0.47176	0.36676	0.35499	0.79928	0.9943	0.7226	1
CARTPT	4	0.28693	1.2924	0.8302	0.99677	0.19623	0.58319	0.14154	0.61619	0.86022	0.9943	0.53777	1
CASK	2	-3.277	-2.3848	0.010753	0.68889	0.01709	0.39324	0.58879	0.44147	0.88575	0.9943	0.65888	1
CASP7	3	0.15571	1.4492	0.70565	0.99511	0.14727	0.52303	0.023472	0.21546	0.57213	0.9943	0.82941	1
CASR	5	1.6753	0.61061	0.73477	0.99511	0.54146	0.99608	1.2781	0.49152	0.68728	0.9943	0.62306	1
CAST	7	3.6577	0.22769	0.30466	0.96267	0.81988	0.99608	2.3622	0.14714	0.10484	0.92557	0.88302	1
CAT	4	0.47812	1.1663	0.98387	0.99866	0.24347	0.60412	0.17647	0.4193	0.90771	0.9943	0.67499	1
CBR1	3	0.26999	1.8885	0.85618	0.99764	0.058962	0.47176	0.012729	0.088005	0.4664	0.99143	0.92987	1
CBS	4	3.7245	0.16894	0.39695	0.96267	0.86584	0.99608	2.1374	0.096957	0.32213	0.97823	0.92276	1
CCBL1	1	7.1557	0.0056473	0.013441	0.68889	0.99549	0.99735	-2.6177	-0.00207	0.85977	0.9943	0.99835	1
CCBL2	4	0.21533	1.9766	0.67249	0.99511	0.048082	0.47176	0.016969	0.15378	0.43952	0.98521	0.87778	1
CCKAR	3	-1.7027	-0.25114	0.41577	0.96267	0.80171	0.99608	2.5127	0.40555	0.23432	0.95264	0.68508	1
CCL8	2	5.4774	0.034947	0.10394	0.96267	0.97212	0.99608	0.8546	0.0054444	0.99283	0.9991	0.99566	1
CCR5	4	0.39744	1.2621	0.95296	0.99812	0.20693	0.59637	0.00029378	0.00090586	0.22267	0.95029	0.99928	1
CCT3	1	5.1879	0.029311	0.36201	0.96267	0.97662	0.99608	2.771	0.015656	0.41846	0.98521	0.98751	1
CD1A	4	0.23713	1.8611	0.73477	0.99511	0.062735	0.47481	5.6343e-05	0.00043671	0.21461	0.94325	0.99965	1
CD1D	3	0.14857	1.4539	0.68145	0.99511	0.14597	0.52303	0.018579	0.1793	0.53047	0.9943	0.85771	1
CD209	1	-1.3479	-1.1046	0.92339	0.99764	0.26933	0.64156	-4.4512	-3.6707	0.31362	0.97823	0.00024193	0.0059119
CD247	4	-0.87395	-0.035381	0.29615	0.96267	0.97178	0.99608	4.0579	0.1758	0.00044803	0.33333	0.86045	1
CD33	2	0.0086067	0.023857	0.79211	0.99511	0.98097	0.99608	0.47941	1.1791	0.85081	0.9943	0.23836	1
CD3D	2	3.5962	0.1311	0.55421	0.96732	0.89569	0.99608	2.5569	0.093374	0.32796	0.97823	0.92561	1
CD3E	2	4.991	0.044555	0.20833	0.96267	0.96446	0.99608	2.8723	0.025637	0.18638	0.93333	0.97955	1
CD3G	3	-1.9486	-0.53863	0.35618	0.96267	0.59014	0.99608	-0.23559	-0.073567	0.23029	0.95264	0.94135	1
CD46	3	-2.4474	-2.0859	0.17742	0.96267	0.036991	0.46048	-0.42466	-0.42693	0.18817	0.93333	0.66943	1
CD4	2	3.5038	0.13769	0.57437	0.97565	0.89048	0.99608	1.5631	0.061431	0.73746	0.9943	0.95102	1
CD52	1	4.9056	0.036956	0.46505	0.96267	0.97052	0.99608	-2.9959	-0.022614	0.82706	0.9943	0.98196	1
CD55	3	0.18269	1.4228	0.76434	0.99511	0.15479	0.52303	0.030652	0.23559	0.61649	0.9943	0.81375	1
CD86	6	-3.1479	-1.7729	0.0040323	0.68421	0.076238	0.49873	-1.5408	-1.3202	0.0094086	0.92557	0.18678	1
CDA	2	-1.6302	-0.14834	0.65412	0.99511	0.88207	0.99608	2.9927	0.276	0.14382	0.93333	0.78255	1
CDC14A	4	0.16919	1.9347	0.53763	0.96267	0.05303	0.47176	0.024482	0.27614	0.55914	0.9943	0.78244	1
CDC14B	1	-1.6005	-1.2687	0.94041	0.99764	0.20455	0.59216	-5.2061	-4.1578	0.042115	0.92557	3.2136e-05	0.00093153
CDC25A	3	4.3475	0.10416	0.29615	0.96267	0.91705	0.99608	2.2626	0.054206	0.34812	0.97823	0.95677	1
CDC25B	2	-2.7371	-0.26459	0.1241	0.96267	0.79132	0.99608	2.9037	0.2941	0.17742	0.93333	0.76868	1
CDC25C	3	0.37337	1.2434	0.91353	0.99764	0.2137	0.59705	0.10934	0.35367	0.75045	0.9943	0.72358	1
CDC42BPA	4	0.30631	1.3147	0.85663	0.99764	0.1886	0.56878	0.10575	0.43909	0.81317	0.9943	0.6606	1
CDC42BPB	3	3.3287	0.16682	0.55511	0.96732	0.86751	0.99608	2.0302	0.10182	0.45027	0.98723	0.9189	1
CDC42BPG	3	4.2106	0.11119	0.3405	0.96267	0.91147	0.99608	1.7937	0.047365	0.57482	0.9943	0.96222	1
CDC42SE2	4	-2.3208	-2.1235	0.16084	0.96267	0.033714	0.46048	0.77604	0.82082	0.89158	0.9943	0.41175	1
CDC7	1	-1.5304	-0.09396	0.97894	0.99866	0.92514	0.99608	2.8631	0.17492	0.36156	0.97823	0.86115	1
CDH5	3	-1.6561	-0.27342	0.42428	0.96267	0.78453	0.99608	2.6452	0.43757	0.18504	0.93333	0.6617	1
CDK10	3	0.15747	1.4534	0.71013	0.99511	0.14612	0.52303	0.01625	0.14793	0.51165	0.9943	0.8824	1
CDK11A	3	2.313	0.26658	0.81676	0.99511	0.7898	0.99608	2.432	0.28219	0.26792	0.97823	0.7778	1
CDK11B	5	-1.8452	-0.54901	0.1828	0.96267	0.583	0.99608	2.2342	0.67333	0.22939	0.95264	0.50074	1
CDK13	3	4.4588	0.089581	0.26971	0.96267	0.92862	0.99608	2.7814	0.055881	0.13665	0.93333	0.95544	1
CDK14	5	0.13358	1.4445	0.28315	0.96267	0.14861	0.52303	0.045504	0.48498	0.74059	0.9943	0.62769	1
CDK15	3	-2.7436	-0.75261	0.099462	0.96267	0.45169	0.99608	1.9779	0.5665	0.47984	0.99259	0.57105	1
CDK16	4	2.0274	0.42056	0.72894	0.99511	0.67408	0.99608	1.9358	0.41181	0.4328	0.98521	0.68048	1
CDK17	2	0.0012888	0.014424	0.75403	0.99511	0.98849	0.99608	0.13773	1.4686	0.70027	0.9943	0.14195	1
CDK18	3	-2.2764	-1.0132	0.24328	0.96267	0.31097	0.73292	1.5063	0.70571	0.71326	0.9943	0.48037	1
CDK19	5	0.26396	1.3654	0.73208	0.99511	0.17212	0.53731	0.022132	0.11309	0.41891	0.98521	0.90996	1
CDK20	5	1.0049	0.54709	0.87993	0.99764	0.58431	0.99608	-0.0082558	-0.0048569	0.12321	0.92557	0.99612	1
CDK2	4	-2.8615	-1.3929	0.048387	0.95902	0.16365	0.52555	1.5603	0.85306	0.61559	0.9943	0.39362	1
CDK3	2	-2.0042	-0.20533	0.51254	0.96267	0.83732	0.99608	2.7485	0.30116	0.24194	0.95406	0.76329	1
CDK4	5	1.4802	0.25732	0.78539	0.99511	0.79693	0.99608	2.5704	0.46535	0.10932	0.92557	0.64168	1
CDK5R1	3	3.3166	0.17233	0.5569	0.96732	0.86317	0.99608	2.4525	0.1277	0.25941	0.97148	0.89839	1
CDK5R2	5	1.8348	0.56217	0.70116	0.99511	0.574	0.99608	1.4181	0.45139	0.62724	0.9943	0.65171	1
CDK5	3	-3.1803	-3.0427	0.018369	0.77358	0.0023443	0.13081	-0.29814	-0.32864	0.21685	0.94347	0.74243	1
CDK6	6	1.3627	0.432	0.71909	0.99511	0.66574	0.99608	2.1269	0.714	0.23746	0.95324	0.47523	1
CDK8	4	4.3648	0.12547	0.22043	0.96267	0.90015	0.99608	2.0996	0.060353	0.34005	0.97823	0.95187	1
CDK9	2	0.010214	0.033029	0.79525	0.99511	0.97365	0.99608	0.42528	1.221	0.81944	0.9943	0.22208	1
CDKL1	5	4.1736	0.14781	0.24194	0.96267	0.88249	0.99608	1.2373	0.043533	0.70161	0.9943	0.96528	1
CDKL2	3	5.8486	0.032292	0.014337	0.69565	0.97424	0.99608	0.82975	0.0045657	0.97177	0.99909	0.99636	1
CDKL3	5	0.0029556	0.039271	0.21147	0.96267	0.96867	0.99608	0.15619	1.9737	0.9198	0.9943	0.048411	0.68367
CDKL4	4	0.22152	1.966	0.68817	0.99511	0.0493	0.47176	1.3257e-05	0.00011616	0.1931	0.93333	0.99991	1
CDKL5	4	2.202	0.61268	0.68369	0.99511	0.54009	0.99608	-0.5941	-0.16062	0.12814	0.92557	0.87239	1
CDKN1A	4	4.2627	0.13534	0.25134	0.96267	0.89234	0.99608	1.3552	0.043001	0.69982	0.9943	0.9657	1
CDKN1B	1	5.7643	0.018324	0.19758	0.96267	0.98538	0.99608	-4.0352	-0.01289	0.51792	0.9943	0.98972	1
CDKN1C	4	1.7704	0.50348	0.80063	0.99511	0.61462	0.99608	1.3906	0.40023	0.68907	0.9943	0.68899	1
CDKN2A	3	2.0733	0.41026	0.86425	0.99764	0.68162	0.99608	0.994	0.19774	0.91443	0.9943	0.84325	1
CDKN2B	4	1.0363	0.15137	0.90771	0.99764	0.87968	0.99608	2.6848	0.42379	0.10887	0.92557	0.67172	1
CDKN2C	3	-1.2925	-0.10894	0.46371	0.96267	0.91325	0.99608	3.2408	0.27317	0.033154	0.92557	0.78472	1
CDKN2D	2	0.1637	1.4411	0.91577	0.99764	0.14956	0.52303	0.020211	0.17558	0.58199	0.9943	0.86063	1
CDKN3	4	5.2571	0.055961	0.048835	0.95902	0.95537	0.99608	0.083986	0.00086974	0.7845	0.9943	0.99931	1
CDO1	2	0.156	1.4537	0.90905	0.99764	0.14604	0.52303	0.013474	0.12388	0.54435	0.9943	0.90141	1
CEACAM1	6	0.50081	1.1616	0.92966	0.99764	0.24538	0.60412	0.12686	0.28653	0.95072	0.99671	0.77447	1
CEACAM5	2	4.7929	0.049276	0.26478	0.96267	0.9607	0.99608	0.87661	0.0090124	0.99776	0.9991	0.99281	1
CELA1	3	0.13886	1.4677	0.64561	0.99511	0.14218	0.52303	0.010378	0.10815	0.43907	0.98521	0.91388	1
CELA2A	4	-2.8396	-1.1288	0.051971	0.95902	0.25899	0.62494	-0.66132	-0.35187	0.12007	0.92557	0.72494	1
CEL	3	-1.4505	-2.0938	0.45251	0.96267	0.03628	0.46048	-3.9713	-5.9779	0.091398	0.92557	2.2598e-09	2.0175e-07
CERKL	8	0.38263	2.2714	0.99373	0.99866	0.023126	0.41293	0.074409	0.43702	0.94131	0.9948	0.6621	1
CERK	3	3.6672	0.15967	0.4767	0.96267	0.87314	0.99608	0.017314	0.00073205	0.52061	0.9943	0.99942	1
CES1	4	0.12659	1.4825	0.3759	0.96267	0.13821	0.52303	4.7858e-05	0.00055234	0.21192	0.94036	0.99956	1
CFB	3	-1.9782	-0.89014	0.34274	0.96267	0.37339	0.86007	1.5124	0.72744	0.70789	0.9943	0.46695	1
CFD	3	0.14485	1.4655	0.6707	0.99511	0.14279	0.52303	0.01047	0.10445	0.43952	0.98521	0.91681	1
CFL1	2	3.2005	0.19562	0.65771	0.99511	0.84491	0.99608	-5.205	-0.27839	0.011201	0.92557	0.78072	1
CFTR	4	2.3327	0.40457	0.65188	0.99511	0.6858	0.99608	1.5481	0.27387	0.62142	0.9943	0.78419	1
CGA	4	0.60702	1.5106	0.9328	0.99764	0.13089	0.52303	0.081717	0.19901	0.78181	0.9943	0.84225	1
CHEK2	4	0.71312	0.41257	0.92294	0.99764	0.67992	0.99608	1.2366	0.74497	0.74597	0.9943	0.45629	1
CHIA	3	-2.3741	-1.2467	0.20341	0.96267	0.21251	0.59705	1.3347	0.76344	0.79122	0.9943	0.4452	1
CHIT1	4	2.339	0.36107	0.65099	0.99511	0.71805	0.99608	1.8374	0.28773	0.47849	0.99259	0.77356	1
CHKA	5	0.27268	1.8839	0.75134	0.99511	0.059581	0.47176	0.047442	0.32385	0.75	0.9943	0.74605	1
CHKB	3	3.0018	0.18297	0.63844	0.99511	0.85482	0.99608	2.909	0.17795	0.099014	0.92557	0.85877	1
CHM	1	5.07	0.032365	0.40681	0.96267	0.97418	0.99608	0.63379	0.004046	0.91129	0.9943	0.99677	1
CHRM1	4	4.3199	0.11097	0.23118	0.96267	0.91164	0.99608	2.9022	0.074605	0.060484	0.92557	0.94053	1
CHRM2	3	0.16096	1.4518	0.71774	0.99511	0.14655	0.52303	0.0071873	0.063943	0.40009	0.98251	0.94902	1
CHRM4	2	-2.3515	-0.93792	0.32616	0.96267	0.34829	0.81146	0.75714	0.35966	0.95968	0.99767	0.7191	1
CHRM5	2	0.39697	1.241	0.94982	0.99765	0.21462	0.59705	0.081955	0.2495	0.66353	0.9943	0.80297	1
CHRNA10	4	-0.02807	-0.0066554	0.30197	0.96267	0.99469	0.99735	2.4257	0.59488	0.19803	0.93333	0.55193	1
CHRNA1	3	4.1057	0.12157	0.36873	0.96267	0.90324	0.99608	1.7259	0.051098	0.60305	0.9943	0.95925	1
CHRNA3	5	4.6643	0.09509	0.11828	0.96267	0.92424	0.99608	2.0866	0.042516	0.29346	0.97823	0.96609	1
CHRNA4	4	0.0040659	0.048195	0.32168	0.96267	0.96156	0.99608	0.1723	1.9437	0.90547	0.9943	0.051935	0.72
CHRNA5	3	0.16655	1.4471	0.73118	0.99511	0.14786	0.52303	0.011859	0.10165	0.45609	0.98739	0.91904	1
CHRNA6	3	-1.5945	-0.36738	0.43728	0.96267	0.71334	0.99608	2.1093	0.53835	0.41039	0.98391	0.59034	1
CHRNA7	4	3.7366	0.17476	0.39337	0.96267	0.86127	0.99608	2.1471	0.10069	0.31541	0.97823	0.9198	1
CHRNA9	2	5.1908	0.046665	0.15591	0.96267	0.96278	0.99608	1.9264	0.017318	0.61335	0.9943	0.98618	1
CHRNB1	2	1.7527	0.53792	0.87321	0.99764	0.59063	0.99608	-0.50087	-0.15244	0.33423	0.97823	0.87884	1
CHRNB2	4	0.25994	1.8853	0.78271	0.99511	0.059394	0.47176	0.014836	0.10631	0.41084	0.98391	0.91534	1
CHRNB3	1	-1.8138	-0.34419	0.81272	0.99511	0.7307	0.99608	1.8352	0.34756	0.90323	0.9943	0.72817	1
CHRNB4	3	0.013973	0.039791	0.52643	0.96267	0.96826	0.99608	0.46944	1.1812	0.92832	0.9943	0.23752	1
CHRND	4	-2.2073	-1.6118	0.18952	0.96267	0.10699	0.52303	0.19135	0.19086	0.9207	0.9943	0.84863	1
CHRNE	3	5.6271	0.036982	0.033154	0.94231	0.9705	0.99608	0.9064	0.0058789	0.94355	0.9948	0.99531	1
CHRNG	4	0.27467	1.3568	0.81048	0.99511	0.17485	0.53892	0.015075	0.073589	0.41532	0.98521	0.94134	1
CHUK	4	3.5984	0.18863	0.43011	0.96267	0.85038	0.99608	1.7801	0.093314	0.50851	0.9943	0.92565	1
CIB2	4	0.13846	1.4633	0.4422	0.96267	0.1434	0.52303	0.029395	0.30622	0.625	0.9943	0.75944	1
CIB3	3	3.8411	0.1146	0.43862	0.96267	0.90876	0.99608	3.3172	0.099399	0.023297	0.92557	0.92082	1
CINP	1	5.1953	0.029101	0.36022	0.96267	0.97678	0.99608	2.9331	0.01643	0.32437	0.97823	0.98689	1
CIT	2	0.2139	1.4063	0.97805	0.99866	0.15963	0.52303	0.012628	0.082011	0.53987	0.9943	0.93464	1
CKB	4	1.6643	0.30696	0.82796	0.99515	0.75888	0.99608	2.4481	0.45832	0.18683	0.93333	0.64672	1
CKMT1A	7	0.29166	2.0287	0.71729	0.99511	0.042489	0.47176	0.022416	0.15407	0.2621	0.97663	0.87755	1
CKMT1B	7	0.18621	1.174	0.26882	0.96267	0.24039	0.60412	0.22921	1.388	0.89023	0.9943	0.16513	1
CKMT2	4	0.3228	1.45	0.87142	0.99764	0.14705	0.52303	0.032078	0.14251	0.64875	0.9943	0.88668	1
CKM	8	3.9862	0.20739	0.17652	0.96267	0.8357	0.99608	1.7201	0.08945	0.35753	0.97823	0.92872	1
CKS2	5	0.21173	1.9549	0.556	0.96732	0.050598	0.47176	0.0074846	0.068207	0.17652	0.93333	0.94562	1
CLCN2	4	1.8705	0.44638	0.77195	0.99511	0.65532	0.99608	1.5671	0.38238	0.61246	0.9943	0.70218	1
CLCNKA	5	3.3413	0.28112	0.44579	0.96267	0.77862	0.99608	-0.081073	-0.0066536	0.11335	0.92557	0.99469	1
CLC	3	-1.9559	-3.1377	0.35215	0.96267	0.001703	0.12259	-4.4821	-7.2894	0.047043	0.92557	3.1139e-13	1.1584e-10
CLEC3B	4	3.469	0.21326	0.46326	0.96267	0.83113	0.99608	1.6801	0.10347	0.55556	0.9943	0.91759	1
CLK1	3	6.0684	0.025425	0.0058244	0.68421	0.97972	0.99608	1.7924	0.0074985	0.57661	0.9943	0.99402	1
CLK2	3	0.219	1.8812	0.819	0.99511	0.059945	0.47176	0.0070688	0.059963	0.39785	0.98251	0.95219	1
CLK3	4	3.824	0.16805	0.375	0.96267	0.86654	0.99608	1.9056	0.083793	0.44624	0.98521	0.93322	1
CLK4	3	0.14578	1.4629	0.67204	0.99511	0.1435	0.52303	0.014105	0.13957	0.4897	0.99372	0.889	1
CLPB	2	3.7036	0.1442	0.52957	0.96267	0.88534	0.99608	0.60314	0.022409	0.89203	0.9943	0.98212	1
CLPP	3	4.672	0.079951	0.21102	0.96267	0.93628	0.99608	2.6545	0.045427	0.18056	0.93333	0.96377	1
CLPS	3	0.0029006	0.028004	0.50493	0.96267	0.97766	0.99608	0.15807	1.4526	0.81496	0.9943	0.14633	1
CLPX	3	0.13073	1.4735	0.59677	0.98821	0.14061	0.52303	0.011404	0.12671	0.45161	0.98728	0.89917	1
CMA1	2	2.7969	0.28283	0.74462	0.99511	0.77731	0.99608	0.35879	0.035748	0.7957	0.9943	0.97148	1
CMAS	5	4.1563	0.15746	0.24776	0.96267	0.87488	0.99608	1.1153	0.041996	0.74552	0.9943	0.9665	1
CMPK1	3	4.9912	0.061376	0.1362	0.96267	0.95106	0.99608	2.9583	0.036378	0.089158	0.92557	0.97098	1
CNKSR1	2	5.0361	0.052493	0.19803	0.96267	0.95814	0.99608	1.0456	0.010894	0.93728	0.9943	0.99131	1
CNKSR3	3	0.16318	1.4508	0.72133	0.99511	0.14684	0.52303	0.0045889	0.040244	0.35797	0.97823	0.9679	1
CNR1	1	-1.9047	-0.088211	0.75	0.99511	0.92971	0.99608	3.1282	0.14459	0.25	0.96707	0.88504	1
CNR2	4	0.27726	1.8955	0.81676	0.99511	0.058024	0.47176	0.0069114	0.046696	0.27509	0.97823	0.96276	1
COL2A1	3	0.35713	1.5057	0.90233	0.99764	0.13215	0.52303	0.036349	0.15169	0.63262	0.9943	0.87943	1
COMP	2	5.3289	0.045278	0.12948	0.96267	0.96389	0.99608	2.8978	0.024621	0.17832	0.93333	0.98036	1
COMTD1	5	-1.6682	-0.858	0.1922	0.96267	0.39089	0.89576	1.6209	0.87014	0.52285	0.9943	0.38422	1
COX5A	1	-2.4795	-1.8839	0.35529	0.96267	0.059581	0.47176	-3.8359	-2.9004	0.60618	0.9943	0.0037268	0.058994
