Gene	sgRNA	Lower|beta	Lower|z	Lower|p-value	Lower|fdr	Lower|wald-p-value	Lower|wald-fdr	Upper|beta	Upper|z	Upper|p-value	Upper|fdr	Upper|wald-p-value	Upper|wald-fdr
ALPL	8	2.4083	0.34572	0.5056	0.96351	0.72955	0.99584	2.9016	0.42082	0.0071652	0.92063	0.67389	1
ALPPL2	3	2.9444	0.34228	0.62875	0.98316	0.73214	0.99584	0.98604	0.11478	0.88804	0.99612	0.90862	1
AMHR2	3	0.1654	1.4407	0.70354	0.99211	0.14966	0.50888	0.030326	0.26065	0.61352	0.99612	0.79436	1
AMN	9	-2.51	-1.7904	0.017017	0.83333	0.073387	0.48296	1.527	1.238	0.42991	0.97525	0.21572	1
AMT	4	-2.3409	-0.83943	0.17421	0.96351	0.40123	0.89594	-0.031404	-0.016952	0.17913	0.96571	0.98648	1
AMY2A	2	4.9072	0.044704	0.23824	0.96351	0.96434	0.99584	2.1351	0.01945	0.51903	0.98512	0.98448	1
ANKK1	3	1.8094	0.62402	0.89163	0.99483	0.53261	0.99584	-0.063959	-0.022293	0.27362	0.96571	0.98221	1
ANXA2	5	0.3081	1.6848	0.83744	0.99211	0.092021	0.50888	0.043611	0.23581	0.77071	0.99612	0.81358	1
ANXA3	4	2.4318	0.40766	0.6498	0.98316	0.68352	0.99584	0.15204	0.025166	0.87282	0.99612	0.97992	1
ANXA5	3	2.4418	0.35633	0.76176	0.99211	0.72159	0.99584	1.4598	0.21607	0.7004	0.99612	0.82893	1
APCS	1	5.3878	0.024981	0.28437	0.96351	0.98007	0.99584	1.8035	0.0083619	0.9064	0.99612	0.99333	1
APOE	2	5.0796	0.038982	0.19436	0.96351	0.9689	0.99584	2.4011	0.018426	0.40484	0.97525	0.9853	1
APOH	8	1.825	0.77015	0.59561	0.97801	0.44121	0.96591	1.0476	0.45172	0.62741	0.99612	0.65147	1
APRT	4	3.7948	0.19805	0.38289	0.96351	0.84301	0.99584	1.8303	0.095523	0.46753	0.97525	0.9239	1
ARAF	5	0.15595	1.4479	0.3614	0.96351	0.14765	0.50888	0.036799	0.33693	0.7004	0.99612	0.73617	1
ARF1	4	-2.4972	-1.179	0.13166	0.96351	0.2384	0.58218	1.6529	0.84293	0.55352	0.98776	0.39927	1
ARF6	3	-2.6678	-1.7316	0.11061	0.96351	0.083338	0.50397	0.87967	0.63681	0.93014	0.99767	0.52425	1
ARHGAP26	2	2.1422	0.42622	0.82983	0.99211	0.66995	0.99584	-0.39557	-0.077225	0.35244	0.96571	0.93844	1
ARL1	2	4.6723	0.05322	0.30184	0.96351	0.95756	0.99584	1.3371	0.015217	0.80967	0.99612	0.98786	1
ARL3	4	0.19346	1.6339	0.59069	0.97776	0.10229	0.50888	0.023325	0.19443	0.51903	0.98512	0.84584	1
ARL5B	4	2.6622	0.4682	0.61621	0.98297	0.63964	0.99584	0.020827	0.0035745	0.47694	0.97527	0.99715	1
ARPC1B	3	0.13559	1.4732	0.59919	0.98022	0.14069	0.50888	0.0073255	0.078485	0.38603	0.96571	0.93744	1
ARPC2	4	0.14168	1.4672	0.44335	0.96351	0.14231	0.50888	0.013708	0.13997	0.35199	0.96571	0.88868	1
ARPC3	2	-2.5101	-0.97349	0.2472	0.96351	0.33031	0.75492	1.3223	0.56376	0.8137	0.99612	0.57291	1
ARPC4	1	-2.0126	-0.17984	0.67801	0.99211	0.85728	0.99584	2.5093	0.22366	0.58397	0.98938	0.82302	1
ARPC5	2	4.5575	0.058091	0.32915	0.96351	0.95368	0.99584	1.647	0.020984	0.70533	0.99612	0.98326	1
ARSA	2	0.30991	1.2299	0.96686	0.99907	0.21873	0.57496	0.14728	0.56749	0.73712	0.99612	0.57038	1
ART1	1	-3.114	-2.2995	0.051948	0.90299	0.021479	0.39484	-5.1309	-3.788	0.062696	0.96571	0.00015184	0.0040363
ASGR2	5	4.7167	0.09785	0.091357	0.96351	0.92205	0.99584	0.80935	0.01666	0.81415	0.99612	0.98671	1
ASNA1	3	5.8071	0.030606	0.020152	0.83333	0.97558	0.99584	2.1681	0.011426	0.37394	0.96571	0.99088	1
ASRGL1	4	3.8824	0.1578	0.35558	0.96351	0.87462	0.99584	-0.49109	-0.019351	0.12674	0.96571	0.98456	1
ASS1	3	2.528	0.3761	0.73892	0.99211	0.70684	0.99584	1.6406	0.25299	0.61621	0.99612	0.80028	1
ATM	4	0.016641	0.050142	0.32468	0.96351	0.96001	0.99584	0.58112	1.5414	0.96238	0.99769	0.12321	1
ATOX1	5	0.84639	0.40539	0.88491	0.99483	0.68519	0.99584	1.5234	0.74429	0.5674	0.98776	0.4567	1
ATP1A1	5	0.13846	1.4666	0.30721	0.96351	0.14248	0.50888	0.026478	0.2765	0.52127	0.98512	0.78216	1
ATP2A1	2	-3.0509	-2.384	0.043439	0.89189	0.017124	0.3876	0.098408	0.086789	0.69369	0.99612	0.93084	1
ATP2C1	3	0.16529	1.4298	0.70354	0.99211	0.15277	0.50888	0.038554	0.32908	0.64487	0.99612	0.7421	1
ATP4A	8	0.22598	2.2561	0.36005	0.96351	0.024063	0.39484	0.044598	0.43955	0.68115	0.99612	0.66026	1
ATP5A1	5	3.2355	0.27301	0.48007	0.96351	0.78484	0.99584	1.7845	0.15109	0.44245	0.97525	0.87991	1
ATP5C1	1	-2.5548	-1.9045	0.2884	0.96351	0.056841	0.45508	-5.6431	-4.2326	0.0094044	0.92063	2.3096e-05	0.00070649
ATP6V1C1	1	-2.886	-2.1703	0.094492	0.96351	0.029985	0.43963	-3.5557	-2.6547	0.7107	0.99612	0.0079375	0.12057
ATP8A1	4	-1.8815	-0.27511	0.2575	0.96351	0.78323	0.99584	2.7537	0.42713	0.092253	0.96571	0.66929	1
AURKAIP1	2	3.1406	0.19121	0.65249	0.98316	0.84836	0.99584	-4.2504	-0.22328	0.18137	0.96571	0.82331	1
AURKC	3	3.2768	0.16674	0.55262	0.96351	0.86757	0.99584	2.0896	0.10636	0.40708	0.97525	0.9153	1
AVPR1A	4	0.4485	1.2015	0.98925	0.9991	0.22954	0.57722	0.097339	0.25379	0.79489	0.99612	0.79966	1
AVPR1B	4	5.1853	0.065636	0.049709	0.90244	0.94767	0.99584	0.68701	0.0086445	0.93865	0.99767	0.9931	1
AVPR2	4	4.3195	0.10864	0.22884	0.96351	0.91349	0.99584	2.7293	0.068661	0.10121	0.96571	0.94526	1
AXL	3	-2.5665	-1.2486	0.14017	0.96351	0.21183	0.57496	-0.2147	-0.13929	0.23601	0.96571	0.88922	1
AZGP1	4	-3.175	-1.699	0.017017	0.83333	0.089325	0.50888	-0.69438	-0.51461	0.10524	0.96571	0.60682	1
B2M	8	0.23008	1.3931	0.37886	0.96351	0.1636	0.50888	0.05628	0.33641	0.91223	0.99612	0.73656	1
B4GALT1	3	-1.4443	-0.48339	0.43663	0.96351	0.62882	0.99584	1.749	0.62775	0.56785	0.98776	0.53017	1
B4GALT2	5	-2.2068	-1.2073	0.11867	0.96351	0.22733	0.57658	1.4961	0.88229	0.58083	0.98935	0.37762	1
B4GALT3	3	-2.2423	-3.5656	0.25571	0.96351	0.00036304	0.050667	-4.484	-7.2501	0.040752	0.96571	4.165e-13	1.0706e-10
B4GALT4	3	3.6732	0.18607	0.46798	0.96351	0.85239	0.99584	-4.2283	-0.195	0.066726	0.96571	0.8454	1
BACE1	3	-3.0265	-2.7956	0.040752	0.89189	0.0051803	0.19606	-0.73476	-0.83999	0.14644	0.96571	0.40091	1
BAG1	5	2.4364	0.43026	0.63233	0.98316	0.667	0.99584	1.5995	0.28367	0.53068	0.98512	0.77666	1
BAIAP2L1	3	-1.5216	-0.24253	0.42857	0.96351	0.80837	0.99584	2.668	0.43094	0.16167	0.96571	0.66651	1
BBOX1	5	0.22003	1.923	0.58531	0.97766	0.054474	0.45508	0.010186	0.0879	0.21451	0.96571	0.92996	1
BCAT2	4	3.8615	0.16086	0.36229	0.96351	0.8722	0.99584	0.30279	0.012444	0.96597	0.99769	0.99007	1
BCKDK	3	0.0031774	0.035552	0.47828	0.96351	0.97164	0.99584	0.13735	1.4642	0.80923	0.99612	0.14314	1
BCR	5	4.2412	0.14174	0.20869	0.96351	0.88728	0.99584	2.6919	0.089985	0.071652	0.96571	0.9283	1
BDH1	7	0.18384	1.9961	0.26108	0.96351	0.045924	0.45508	0.041559	0.44516	0.69413	0.99612	0.6562	1
BDKRB2	3	2.1741	0.37793	0.8249	0.99211	0.70548	0.99584	1.9342	0.34664	0.48186	0.97641	0.72886	1
BEGAIN	4	4.0903	0.13388	0.29646	0.96351	0.89349	0.99584	2.567	0.084064	0.15853	0.96571	0.93301	1
BGLAP	2	3.5795	0.14004	0.55531	0.96351	0.88863	0.99584	-4.33	-0.14661	0.16928	0.96571	0.88344	1
BHMT2	4	0.16742	1.4468	0.51769	0.96351	0.14796	0.50888	0.012526	0.10679	0.32781	0.96571	0.91496	1
BHMT	3	2.2419	0.42733	0.81415	0.99211	0.66914	0.99584	1.4049	0.27288	0.72682	0.99612	0.78495	1
BLK	2	4.0295	0.090465	0.45544	0.96351	0.92792	0.99584	3.4064	0.07684	0.052396	0.96571	0.93875	1
BLVRA	8	2.5457	0.54222	0.4841	0.96351	0.58767	0.99584	1.6191	0.34835	0.39991	0.97171	0.72758	1
BLVRB	2	-2.0199	-0.2777	0.51142	0.96351	0.78125	0.99584	2.5589	0.35445	0.33274	0.96571	0.723	1
BMP2K	1	-1.4302	-1.1598	0.93372	0.99483	0.24611	0.58465	-4.5254	-3.6928	0.30542	0.96571	0.00022179	0.0055029
BMPR1A	2	3.2557	0.16494	0.63144	0.98316	0.86899	0.99584	1.8145	0.091972	0.6489	0.99612	0.92672	1
BMPR1B	3	2.6876	0.17927	0.69458	0.99211	0.85773	0.99584	3.1717	0.21258	0.040305	0.96571	0.83166	1
BMPR2	3	-2.1014	-1.1669	0.30587	0.96351	0.24324	0.58291	0.9244	0.59748	0.91446	0.99612	0.55019	1
BMX	4	3.3746	0.23311	0.49351	0.96351	0.81568	0.99584	0.52481	0.036029	0.97492	0.99774	0.97126	1
BPHL	4	2.7577	0.3314	0.60322	0.98179	0.74034	0.99584	2.055	0.2473	0.35692	0.96571	0.80468	1
BPI	3	0.27684	1.3539	0.84774	0.99318	0.17576	0.5247	0.013382	0.064705	0.45813	0.97525	0.94841	1
BRAF	4	4.4529	0.096241	0.19481	0.96351	0.92333	0.99584	2.6703	0.05772	0.11912	0.96571	0.95397	1
BRD2	6	5.1802	0.072865	0.019704	0.83333	0.94191	0.99584	2.3772	0.033425	0.11733	0.96571	0.97334	1
BRD3	5	3.2735	0.25896	0.46888	0.96351	0.79567	0.99584	1.5395	0.12194	0.56247	0.98776	0.90295	1
BRDT	3	0.20433	1.4014	0.7828	0.99211	0.16109	0.50888	0.046224	0.31306	0.67085	0.99612	0.75423	1
BRSK1	4	-2.2617	-1.5635	0.19077	0.96351	0.11793	0.50888	0.81408	0.65094	0.90193	0.99612	0.51509	1
BRSK2	2	0.14534	1.4625	0.90103	0.99483	0.1436	0.50888	0.012403	0.12314	0.5562	0.98776	0.902	1
BST1	3	0.24239	1.3814	0.83072	0.99211	0.16714	0.51127	0.024405	0.13743	0.57815	0.98776	0.89069	1
BTK	3	2.4168	0.3369	0.76892	0.99211	0.73619	0.99584	1.1929	0.16723	0.81549	0.99612	0.86719	1
C17orf75	4	3.5026	0.21073	0.46126	0.96351	0.8331	0.99584	2.5211	0.1535	0.176	0.96571	0.878	1
C1QA	2	4.3974	0.069432	0.36856	0.96351	0.94465	0.99584	2.8763	0.045432	0.1957	0.96571	0.96376	1
C1QB	3	-1.1957	-0.25536	0.44559	0.96351	0.79844	0.99584	2.1815	0.54092	0.36632	0.96571	0.58856	1
C1QC	2	-2.2958	-2.3666	0.37483	0.96351	0.01795	0.3876	-4.3264	-4.4568	0.17017	0.96571	8.3195e-06	0.00027727
C1R	3	0.16474	1.4502	0.70219	0.99211	0.14701	0.50888	2.2553e-05	0.00019588	0.29064	0.96571	0.99984	1
C1S	3	2.9665	0.22528	0.62517	0.98316	0.82176	0.99584	0.69826	0.052856	0.97582	0.99774	0.95785	1
C3	3	3.8902	0.15267	0.40752	0.96351	0.87866	0.99584	-4.7833	-0.17834	0.0206	0.92063	0.85846	1
C4A	4	3.5732	0.22881	0.43887	0.96351	0.81901	0.99584	1.4755	0.09443	0.64353	0.99612	0.92477	1
C4B	4	3.5732	0.22881	0.43887	0.96351	0.81901	0.99584	1.4755	0.09443	0.64353	0.99612	0.92477	1
C5	2	0.14529	1.4646	0.90013	0.99483	0.14304	0.50888	1.7685e-05	0.00017587	0.42902	0.97525	0.99986	1
C8G	4	0.21533	1.4045	0.65786	0.98524	0.16017	0.50888	0.024701	0.15908	0.54187	0.98701	0.87361	1
C9orf96	4	1.3239	0.97091	0.89566	0.99483	0.33159	0.75633	-0.63453	-0.46942	0.11196	0.96571	0.63877	1
CA10	4	1.6028	0.575	0.84998	0.99372	0.56529	0.99584	1.4997	0.56919	0.63144	0.99612	0.56922	1
CA11	4	0.15444	1.4576	0.48545	0.96351	0.14496	0.50888	0.011492	0.10696	0.31258	0.96571	0.91482	1
CA12	3	3.6267	0.16826	0.4747	0.96351	0.86638	0.99584	0.057347	0.0026003	0.69503	0.99612	0.99793	1
CA13	5	2.8761	0.36117	0.56516	0.96877	0.71797	0.99584	1.3367	0.16864	0.64756	0.99612	0.86608	1
CA1	1	6.8034	0.0076152	0.025078	0.875	0.99392	0.99734	4.3006	0.0048138	0.025078	0.92063	0.99616	1
CA2	3	2.2621	0.40536	0.81146	0.99211	0.68522	0.99584	0.94904	0.1721	0.90372	0.99612	0.86336	1
CA3	4	0.53261	1.264	0.95298	0.99766	0.20624	0.57496	0.14742	0.34165	0.86834	0.99612	0.73261	1
CA4	3	3.6996	0.18704	0.46037	0.96351	0.85163	0.99584	1.2855	0.064774	0.77609	0.99612	0.94835	1
CA5A	4	-1.515	-0.41249	0.28124	0.96351	0.67998	0.99584	2.1369	0.63687	0.32154	0.96571	0.52421	1
CA5B	3	0.23143	1.3922	0.81818	0.99211	0.16385	0.50888	0.018207	0.1082	0.51858	0.98512	0.91383	1
CA6	4	-2.4635	-2.2671	0.14241	0.96351	0.023382	0.39484	0.60672	0.63326	0.95701	0.99767	0.52656	1
CA7	4	1.631	0.37555	0.83968	0.99211	0.70725	0.99584	2.1837	0.50828	0.30721	0.96571	0.61126	1
CA8	3	-1.1651	-0.097919	0.44693	0.96351	0.922	0.99584	3.0718	0.27276	0.053739	0.96571	0.78504	1
CA9	3	4.3408	0.10135	0.28168	0.96351	0.91927	0.99584	2.2542	0.052634	0.33811	0.96571	0.95802	1
CACNA1A	3	3.0959	0.20805	0.5974	0.97801	0.83519	0.99584	2.1775	0.14839	0.36767	0.96571	0.88203	1
CACNA1B	3	3.9231	0.13907	0.39498	0.96351	0.88939	0.99584	1.3207	0.046815	0.75907	0.99612	0.96266	1
CACNA1C	2	0.0080066	0.025894	0.80206	0.99211	0.97934	0.99584	0.42625	1.2234	0.84639	0.99612	0.22118	1
CACNA1D	3	4.9922	0.062204	0.12584	0.96351	0.9504	0.99584	3.1052	0.038691	0.047918	0.96571	0.96914	1
CACNA1I	3	0.22647	1.3926	0.8146	0.99211	0.16374	0.50888	0.030305	0.18409	0.61263	0.99612	0.85394	1
CACNA1S	3	0.011797	0.034649	0.49037	0.96351	0.97236	0.99584	0.46011	1.1931	0.9588	0.99767	0.23283	1
CACNA2D1	4	0.23595	1.2548	0.71921	0.99211	0.20954	0.57496	0.17203	0.88262	0.90103	0.99612	0.37744	1
CACNA2D2	5	0.48648	1.1658	0.95746	0.99861	0.24369	0.58291	0.22325	0.52117	0.97134	0.99774	0.60225	1
CACNB1	5	0.39171	1.9817	0.94671	0.99483	0.047516	0.45508	0.049521	0.24803	0.8043	0.99612	0.80411	1
CACNB2	5	0.35774	1.7979	0.90954	0.99483	0.072191	0.48296	0.03799	0.18893	0.71608	0.99612	0.85015	1
CACNB3	8	3.9605	0.20766	0.19167	0.96351	0.83549	0.99584	1.4836	0.077691	0.46037	0.97525	0.93807	1
CACNB4	2	-1.9572	-0.21846	0.53515	0.96351	0.82707	0.99584	2.7687	0.32359	0.24048	0.96571	0.74625	1
CACNG1	4	0.29354	1.8876	0.81818	0.99211	0.059081	0.45508	0.014948	0.095041	0.37797	0.96571	0.92428	1
CALM1	1	5.9307	0.015955	0.13345	0.96351	0.98727	0.99584	2.0657	0.0055572	0.80296	0.99612	0.99557	1
CALM2	2	0.1698	1.4439	0.94536	0.99483	0.14876	0.50888	0.0070004	0.058763	0.52217	0.98512	0.95314	1
CALM3	3	-1.8771	-0.7329	0.36901	0.96351	0.46362	0.99584	1.6505	0.68222	0.61129	0.99612	0.4951	1
CALR	2	3.8022	0.1038	0.50246	0.96351	0.91733	0.99584	2.2829	0.062324	0.45858	0.97525	0.9503	1
CALY	8	0.23125	1.9961	0.38513	0.96351	0.045922	0.45508	0.069468	0.59201	0.94089	0.99767	0.55385	1
CAMK1D	3	5.3201	0.047204	0.073892	0.96351	0.96235	0.99584	0.73494	0.0065072	0.96552	0.99769	0.99481	1
CAMK1G	2	-1.3861	-0.11916	0.70488	0.99211	0.90515	0.99584	3.0413	0.26608	0.13972	0.96571	0.79018	1
CAMK1	4	-1.6726	-0.49792	0.27452	0.96351	0.61854	0.99584	2.0502	0.65822	0.35961	0.96571	0.5104	1
CAMK2B	2	0.20659	1.4114	0.98701	0.99909	0.15812	0.50888	0.012132	0.081882	0.55307	0.98776	0.93474	1
CAMK2D	4	0.80641	0.63793	0.93283	0.99483	0.52352	0.99584	0.62799	0.54948	0.95298	0.99767	0.58268	1
CAMK2G	2	-3.7808	-4.5919	0.00044783	0.66667	4.3922e-06	0.0049039	-4.4878	-5.2931	0.12629	0.96571	1.2028e-07	6.551e-06
CAMK2N1	3	-1.6036	-0.43929	0.41872	0.96351	0.66045	0.99584	1.2338	0.41352	0.79982	0.99612	0.67923	1
CAMK4	5	3.9048	0.1858	0.30318	0.96351	0.8526	0.99584	2.327	0.11076	0.18316	0.96571	0.91181	1
CAMKK1	3	-1.8709	-0.14067	0.37035	0.96351	0.88813	0.99584	3.2881	0.27225	0.025974	0.92063	0.78543	1
CAMKK2	5	4.2015	0.15663	0.22123	0.96351	0.87554	0.99584	1.9729	0.073546	0.34886	0.96571	0.94137	1
CAMKV	4	2.9867	0.31768	0.56829	0.96877	0.75073	0.99584	1.6832	0.17953	0.53918	0.98701	0.85752	1
CAMLG	3	-1.7234	-2.6044	0.40125	0.96351	0.0092027	0.28541	-4.0991	-6.3836	0.076131	0.96571	1.7298e-10	2.2722e-08
CAMP	3	0.14687	1.4629	0.64756	0.98316	0.14349	0.50888	0.0066612	0.065441	0.37438	0.96571	0.94782	1
CANT1	5	-2.8165	-3.0571	0.042096	0.89189	0.0022351	0.12477	0.18374	0.23871	0.9803	0.99774	0.81133	1
CANX	4	0.21945	1.4021	0.6704	0.99073	0.1609	0.50888	0.021037	0.13272	0.48007	0.97641	0.89442	1
CAPN1	2	0.21797	1.3991	0.99955	1	0.16178	0.50888	0.026232	0.16639	0.6189	0.99612	0.86785	1
CAPNS1	2	-2.2588	-2.0246	0.39006	0.96351	0.042909	0.45508	0.3622	0.35054	0.81908	0.99612	0.72593	1
CARTPT	4	0.29272	1.2879	0.81729	0.99211	0.19779	0.56682	0.14467	0.61569	0.86296	0.99612	0.5381	1
CASK	2	-3.3191	-2.8995	0.0098522	0.70588	0.0037379	0.15749	0.2379	0.22275	0.78191	0.99612	0.82373	1
CASP7	3	0.15821	1.447	0.68831	0.99211	0.14789	0.50888	0.024021	0.21675	0.57635	0.98776	0.82841	1
CASR	5	1.6461	0.61456	0.72548	0.99211	0.53885	0.99584	1.2712	0.50055	0.67756	0.99612	0.61669	1
CAST	7	3.6329	0.23149	0.30676	0.96351	0.81694	0.99584	2.3589	0.15039	0.11464	0.96571	0.88046	1
CAT	4	0.48228	1.1619	0.97582	0.99909	0.24528	0.58392	0.18013	0.42292	0.90864	0.99612	0.67235	1
CBR1	3	0.27628	1.879	0.84729	0.99318	0.060244	0.45508	0.012987	0.087332	0.45455	0.97525	0.93041	1
CBS	4	3.7035	0.17121	0.41021	0.96351	0.86406	0.99584	2.1268	0.098323	0.32468	0.96571	0.92168	1
CCBL1	1	7.1463	0.0056932	0.013435	0.75	0.99546	0.9974	-2.8804	-0.0023004	0.84505	0.99612	0.99816	1
CCBL2	4	0.21804	1.9725	0.66682	0.98806	0.048551	0.45508	0.017594	0.15717	0.42454	0.97525	0.87511	1
CCKAR	3	-1.7566	-0.26085	0.39409	0.96351	0.79421	0.99584	2.5048	0.40706	0.23018	0.96571	0.68397	1
CCL8	2	5.4663	0.035255	0.1124	0.96351	0.97188	0.99584	0.83247	0.0053612	0.99552	0.9991	0.99572	1
CCR5	4	0.40029	1.2594	0.94223	0.99483	0.2079	0.57496	0.00027679	0.0008461	0.21361	0.96571	0.99932	1
CCT3	1	5.1732	0.029662	0.34841	0.96351	0.97634	0.99584	2.7644	0.015851	0.42499	0.97525	0.98735	1
CD1A	4	0.24018	1.8575	0.73533	0.99211	0.063246	0.46003	5.6433e-05	0.00043113	0.20466	0.96571	0.99966	1
CD1D	3	0.15166	1.4513	0.66637	0.98806	0.14671	0.50888	0.019019	0.17952	0.52575	0.98512	0.85753	1
CD209	1	-1.4134	-1.1486	0.92297	0.99483	0.25072	0.58994	-4.5087	-3.6869	0.31348	0.96571	0.00022701	0.0055216
CD247	4	-0.7816	-0.031779	0.29378	0.96351	0.97465	0.99584	4.056	0.17618	0	0	0.86016	1
CD33	2	0.0084606	0.023006	0.80296	0.99211	0.98165	0.99584	0.48554	1.1738	0.87953	0.99612	0.24047	1
CD3D	2	3.5735	0.13298	0.5571	0.96434	0.89421	0.99584	2.5461	0.094906	0.33766	0.96571	0.92439	1
CD3E	2	4.9704	0.045238	0.22123	0.96351	0.96392	0.99584	2.8699	0.026116	0.19749	0.96571	0.97916	1
CD3G	3	-1.9655	-0.56588	0.34931	0.96351	0.57147	0.99584	-0.25368	-0.082662	0.22839	0.96571	0.93412	1
CD46	3	-2.5011	-2.0979	0.15674	0.96351	0.035915	0.44273	-0.44616	-0.44272	0.18719	0.96571	0.65797	1
CD4	2	3.4802	0.13995	0.57725	0.9743	0.8887	0.99584	1.5615	0.062798	0.73578	0.99612	0.94993	1
CD52	1	4.8939	0.037305	0.44111	0.96351	0.97024	0.99584	-3.0306	-0.023148	0.82893	0.99612	0.98153	1
CD55	3	0.18477	1.4213	0.7519	0.99211	0.15524	0.50888	0.031386	0.23831	0.61935	0.99612	0.81164	1
CD86	6	-3.2182	-1.7733	0.0031348	0.69231	0.076178	0.48741	-1.5791	-1.3298	0.0103	0.92063	0.18357	1
CDA	2	-1.5437	-0.14116	0.67622	0.99211	0.88774	0.99584	2.9884	0.27695	0.15584	0.96571	0.78182	1
CDC14A	4	0.17152	1.9312	0.53112	0.96351	0.053461	0.45508	0.025116	0.27902	0.54814	0.98776	0.78023	1
CDC14B	1	-1.557	-1.2388	0.98612	0.99909	0.21543	0.57496	-5.3355	-4.2781	0.036722	0.96571	1.8849e-05	0.00059282
CDC25A	3	4.3367	0.10486	0.28303	0.96351	0.91649	0.99584	2.269	0.054862	0.33139	0.96571	0.95625	1
CDC25B	2	-2.5168	-0.24451	0.24183	0.96351	0.80684	0.99584	2.8833	0.2984	0.19346	0.96571	0.7654	1
CDC25C	3	0.3772	1.2401	0.91536	0.99483	0.21495	0.57496	0.11149	0.35621	0.77206	0.99612	0.72168	1
CDC42BPA	4	0.31101	1.3103	0.84281	0.99211	0.1901	0.54988	0.10772	0.4393	0.81415	0.99612	0.66045	1
CDC42BPB	3	3.303	0.16945	0.54859	0.96351	0.86544	0.99584	2.0204	0.10372	0.43887	0.97525	0.91739	1
CDC42BPG	3	4.1867	0.11316	0.32109	0.96351	0.90991	0.99584	1.7827	0.048181	0.55038	0.98776	0.96157	1
CDC42SE2	4	-2.3561	-2.0054	0.16838	0.96351	0.044916	0.45508	0.76555	0.75425	0.91581	0.99612	0.4507	1
CDC7	1	-1.5769	-0.098248	0.97582	0.99909	0.92174	0.99584	2.8492	0.17664	0.37662	0.96571	0.85979	1
CDH5	3	-1.7004	-0.28189	0.40394	0.96351	0.77803	0.99584	2.6437	0.43895	0.17107	0.96571	0.6607	1
CDK10	3	0.15955	1.4518	0.69413	0.99211	0.14657	0.50888	0.01657	0.14875	0.50336	0.98512	0.88175	1
CDK11A	3	2.2943	0.26837	0.8034	0.99211	0.78841	0.99584	2.428	0.28598	0.26691	0.96571	0.77489	1
CDK11B	5	-1.8931	-0.56674	0.15316	0.96351	0.57089	0.99584	2.2294	0.67596	0.22257	0.96571	0.49906	1
CDK13	3	4.4401	0.090929	0.25795	0.96351	0.92755	0.99584	2.774	0.056809	0.13032	0.96571	0.9547	1
CDK14	5	0.13585	1.4423	0.29019	0.96351	0.14922	0.50888	0.046531	0.48701	0.78818	0.99612	0.62625	1
CDK15	3	-2.5746	-0.71838	0.13748	0.96351	0.47252	0.99584	1.9608	0.57112	0.47022	0.97525	0.56792	1
CDK16	4	0.36741	1.2493	0.90058	0.99483	0.21155	0.57496	0.18899	0.62362	0.91581	0.99612	0.53288	1
CDK17	2	0.0012677	0.013792	0.7622	0.99211	0.989	0.99584	0.14129	1.4656	0.7313	0.99612	0.14276	1
CDK18	3	-2.32	-1.0348	0.22078	0.96351	0.30074	0.69161	1.5049	0.70573	0.68115	0.99612	0.48035	1
CDK19	5	0.2676	1.3622	0.74339	0.99211	0.17313	0.52174	0.022612	0.11374	0.44066	0.97525	0.90945	1
CDK20	5	0.95838	0.54663	0.87192	0.99483	0.58464	0.99584	-0.050619	-0.031195	0.12808	0.96571	0.97511	1
CDK2	4	-2.6912	-1.3206	0.084192	0.96351	0.18663	0.54548	1.5564	0.8607	0.60367	0.99484	0.3894	1
CDK3	2	-1.9237	-0.20362	0.55262	0.96351	0.83865	0.99584	2.7223	0.30751	0.26153	0.96571	0.75846	1
CDK4	5	1.4518	0.25642	0.76892	0.99211	0.79763	0.99584	2.5598	0.47027	0.10434	0.96571	0.63816	1
CDK5R1	3	3.296	0.17415	0.55038	0.96351	0.86175	0.99584	2.4642	0.13046	0.24765	0.96571	0.8962	1
CDK5R2	5	1.7972	0.56754	0.69816	0.99211	0.57035	0.99584	1.4031	0.46029	0.61711	0.99612	0.64531	1
CDK5	3	-3.1476	-3.1769	0.022839	0.86441	0.0014884	0.11133	-0.34888	-0.40042	0.20869	0.96571	0.68885	1
CDK6	6	1.3188	0.42419	0.70802	0.99211	0.67142	0.99584	2.1175	0.72095	0.22436	0.96571	0.47094	1
CDK8	4	4.3489	0.12698	0.22212	0.96351	0.89896	0.99584	2.0946	0.061156	0.33766	0.96571	0.95124	1
CDK9	2	0.011541	0.036599	0.8137	0.99211	0.9708	0.99584	0.4309	1.216	0.85087	0.99612	0.22399	1
CDKL1	5	4.1506	0.15036	0.23377	0.96351	0.88048	0.99584	1.2209	0.043943	0.69413	0.99612	0.96495	1
CDKL2	3	5.8339	0.032653	0.019704	0.83333	0.97395	0.99584	0.81481	0.0045459	0.9485	0.99767	0.99637	1
CDKL3	5	0.003178	0.041181	0.18809	0.96351	0.96715	0.99584	0.1597	1.9698	0.95163	0.99767	0.048864	0.69059
CDKL4	4	0.22614	1.9615	0.69279	0.99211	0.049819	0.45508	1.3051e-05	0.00011179	0.18719	0.96571	0.99991	1
CDKL5	5	2.3981	0.50827	0.63771	0.98316	0.61127	0.99584	0.63581	0.13542	0.85222	0.99612	0.89228	1
CDKN1A	4	4.2515	0.13645	0.24675	0.96351	0.89146	0.99584	1.3444	0.043125	0.70533	0.99612	0.9656	1
