	Diff	Lower	T0	Upper
SEC14L2_+_30793323.23-P1P2	1476	4399	1677	0
SEC14L2_+_30793386.23-P1P2	1262	3831	1645	3074
SEC14L2_-_30793282.23-P1P2	2153	9	1850	7070
SEC14L2_-_30793394.23-P1P2	4661	2	2024	16
SEC14L2_-_30793453.23-P1P2	1984	2	1370	2220
SEC14L3_+_30867557.23-P1P2	1246	2	1215	2
SEC14L3_+_30867610.23-P1P2	1	0	731	1
SEC14L3_+_30867852.23-P1P2	1328	3	1228	0
SEC14L3_-_30867533.23-P1P2	1515	5308	580	3
SEC14L3_-_30867970.23-P1P2	2	2	1039	1597
SEC14L4_+_30901645.23-P1P2	597	6024	907	2
SEC14L4_+_30901648.23-P1P2	1996	5	2227	8380
SEC14L4_+_30901656.23-P1P2	977	4974	1815	4
SEC14L4_+_30901673.23-P1P2	2542	1	415	1757
SEC14L4_-_30901625.23-P1P2	3204	3	1329	1687
SELE_+_169702866.23-P1P2	454	1	885	1
SELE_+_169703166.23-P1P2	2	0	563	947
SELE_-_169702845.23-P1P2	0	0	792	2037
SELE_-_169703154.23-P1P2	2899	0	223	1342
SELE_-_169703233.23-P1P2	0	0	233	0
SELP_+_169598943.23-P1P2	0	0	0	0
SELP_+_169599242.23-P1P2	1521	7	803	2134
SELP_+_169599347.23-P1P2	0	0	1282	1
SELP_+_169599351.23-P1P2	1	0	539	8
SELP_+_169599378.23-P1P2	1702	0	756	1
SEPSECS_-_25161998.23-P1P2	1	0	643	0
SEPSECS_-_25162001.23-P1P2	1	0	1343	1
SEPSECS_-_25162021.23-P1P2	1	0	767	0
SEPSECS_-_25162054.23-P1P2	1	1	1139	1
SEPSECS_-_25162088.23-P1P2	2	2	1684	0
SERPINA1_+_94854859.23-P1	10	5451	850	2860
SERPINA1_+_94856474.23-P2	2	9394	564	6
SERPINA1_+_94856519.23-P2	683	3117	880	0
SERPINA1_+_94856939.23-P2	1658	6066	1089	3567
SERPINA1_-_94854496.23-P1	3144	1	207	1
SERPINA1_-_94854886.23-P1	900	0	1018	633
SERPINA1_-_94854918.23-P1	1075	2	995	0
SERPINA1_-_94854936.23-P1	1520	2	673	0
SERPINA1_-_94856929.23-P2	2526	2	2284	1906
SERPINA1_-_94856932.23-P2	0	3	964	1
SERPINA5_+_95027799.23-P2	5	1	720	0
SERPINA5_+_95027829.23-P2	3	1	444	3559
SERPINA5_+_95047767.23-P1	0	0	748	0
SERPINA5_+_95047854.23-P1	1364	0	2139	3630
SERPINA5_-_95027806.23-P2	1098	3	1924	3671
SERPINA5_-_95027873.23-P2	0	0	204	0
SERPINA5_-_95027877.23-P2	0	0	355	1
SERPINA5_-_95047820.23-P1	0	0	145	0
SERPINA5_-_95047861.23-P1	4	5169	1128	1
SERPINA5_-_95048169.23-P1	1537	3	1295	1
SERPINB2_+_61554915.23-P1	1	0	390	2021
SERPINB2_+_61554925.23-P1	5	5527	241	0
SERPINB2_+_61554989.23-P1	1247	0	75	3
SERPINB2_+_61558764.23-P2	2674	2	1047	0
SERPINB2_+_61558769.23-P2	2700	1	1323	0
SERPINB2_+_61559023.23-P2	2272	2	840	2097
SERPINB2_+_61559228.23-P2	0	0	221	0
SERPINB2_-_61555004.23-P1	2	0	1083	1835
SERPINB2_-_61555133.23-P1	0	0	0	0
SERPINB2_-_61558820.23-P2	5	5998	1001	2
SERPINB3_+_61328668.23-P1P2	1039	0	44	0
SERPINB3_+_61328716.23-P1P2	3	3475	498	0
SERPINB3_-_61328735.23-P1P2	0	0	0	0
SERPINB3_-_61328746.23-P1P2	1251	0	783	2
SERPINB3_-_61328751.23-P1P2	0	0	577	0
SERPINB6_+_2971493.23-P1P2	4311	5	1758	3236
SERPINB6_+_2971503.23-P1P2	3483	7619	1568	3393
SERPINB6_-_2971134.23-P1P2	3	3428	1387	1
SERPINB6_-_2971548.23-P1P2	1280	6093	3333	4758
SERPINB6_-_2971798.23-P1P2	959	3	1839	0
SERPINC1_+_173886066.23-P1P2	5	3909	1843	1986
SERPINC1_+_173886399.23-P1P2	1599	0	959	1
SERPINC1_-_173886008.23-P1P2	1	0	551	0
SERPINC1_-_173886417.23-P1P2	2	3252	1207	1
SERPINC1_-_173886447.23-P1P2	1217	4946	511	1921
SERPIND1_+_21128376.23-P1P2	1836	1	227	2166
SERPIND1_+_21128603.23-P1P2	0	3	433	1782
SERPIND1_-_21128433.23-P1P2	3246	2	869	0
SERPIND1_-_21128441.23-P1P2	1809	3	838	1062
SERPIND1_-_21128636.23-P1P2	0	0	0	0
SFTPA1_+_81370683.23-ENST00000372308.3,ENST00000398636.3,ENST00000428376.2	3	2	505	2110
SFTPA1_+_81371011.23-ENST00000372308.3,ENST00000398636.3,ENST00000428376.2	1673	3	1234	1521
SFTPA1_+_81371021.23-ENST00000372308.3,ENST00000398636.3,ENST00000428376.2	2530	0	1282	1
SFTPA1_+_81371024.23-ENST00000372308.3,ENST00000398636.3,ENST00000428376.2	1020	4	2094	1616
SFTPA1_-_81370974.23-ENST00000372308.3,ENST00000398636.3,ENST00000428376.2	4206	7	1553	2833
SFTPD_+_81708444.23-P1P2	2	1	1512	1498
SFTPD_+_81708840.23-P1P2	3755	2	705	0
SFTPD_+_81708863.23-P1P2	1395	3	1333	1695
SFTPD_-_81708420.23-P1P2	2	5953	1311	1
SFTPD_-_81708648.23-P1P2	1357	5731	594	3
SGK1_+_134495926.23-P1	0	0	224	0
SGK1_+_134495938.23-P1	1432	4519	2140	4
SGK1_+_134498526.23-P2	1	2	512	1758
SGK1_+_134498581.23-P2	1	0	435	1682
SGK1_+_134498914.23-P2	1506	3	1365	1619
SGK1_+_134498929.23-P2	1	2	763	0
SGK1_+_134498971.23-P2	1	0	521	0
SGK1_-_134495913.23-P1	0	1	0	913
SGK1_-_134495988.23-P1	1328	3	243	1884
SGK1_-_134495993.23-P1	3568	4	1370	2739
SGK223_+_8243645.23-P1P2	3608	10	1402	4969
SGK223_+_8243878.23-P1P2	1395	2156	2355	2
SGK223_+_8243881.23-P1P2	1326	4	3023	2148
SGK223_+_8243886.23-P1P2	2864	4	556	1243
SGK223_-_8243728.23-P1P2	3	0	2316	1
SGK2_+_42187706.23-P1P2	3	4	1322	2199
SGK2_+_42187748.23-P1P2	0	0	332	0
SGK2_+_42187765.23-P1P2	2596	1280	1950	1758
SGK2_+_42187916.23-P1P2	5	1	272	4184
SGK2_-_42187758.23-P1P2	2849	1919	2104	2
SGK3_+_67624712.23-ENST00000521198.2	0	0	177	0
SGK3_+_67687519.23-ENST00000396596.1,ENST00000522398.1	4200	3	3078	4506
SGK3_+_67706009.23-ENST00000345714.4	2602	2	769	3055
SGK3_-_67624700.23-ENST00000521198.2	1803	6691	1356	6
SGK3_-_67625061.23-ENST00000521198.2	2	1328	1124	15
SGK3_-_67625072.23-ENST00000521198.2	693	0	59	0
SGK3_-_67625115.23-ENST00000521198.2	922	2548	1666	2924
SGK3_-_67687499.23-ENST00000396596.1,ENST00000522398.1	2733	9203	1349	9
SGK3_-_67687510.23-ENST00000396596.1,ENST00000522398.1	0	0	294	0
SGK3_-_67687513.23-ENST00000396596.1,ENST00000522398.1	1228	1	1289	1512
SGK3_-_67687752.23-ENST00000396596.1,ENST00000522398.1	0	0	201	0
SGK3_-_67705861.23-ENST00000345714.4	0	1	207	705
SGK3_-_67705911.23-ENST00000345714.4	1661	1	0	2
SGK3_-_67706001.23-ENST00000345714.4	1534	585	939	1
SGK3_-_67706236.23-ENST00000345714.4	1442	1	1368	0
SGK494_+_26940759.23-P1P2	2	0	1073	1823
SGK494_+_26941121.23-P1P2	1932	2	328	752
SGK494_+_26941152.23-P1P2	4156	5175	2449	4
SGK494_+_26941158.23-P1P2	0	0	389	0
SGK494_+_26941194.23-P1P2	0	0	339	0
SGPL1_+_72575692.23-P1P2	344	1	1668	2067
SGPL1_+_72576116.23-P1P2	3339	1	1531	3
SGPL1_+_72576137.23-P1P2	3598	2786	2044	2020
SGPL1_-_72575755.23-P1P2	827	5314	1503	3222
SGPL1_-_72576216.23-P1P2	1	1	992	0
SGPP1_+_64194704.23-P1P2	5	2580	1835	3
SGPP1_+_64194760.23-P1P2	2	1	1237	1846
SGPP1_+_64194764.23-P1P2	4367	9	2816	3583
SGPP1_+_64194774.23-P1P2	912	3491	1994	793
SGPP1_-_64194767.23-P1P2	2257	2	1069	1863
SH3KBP1_+_19905629.23-P1P2	3383	4	2311	4068
SH3KBP1_+_19905685.23-P1P2	875	0	1543	1
SH3KBP1_-_19905255.23-P1P2	1341	7156	1397	3
SH3KBP1_-_19905277.23-P1P2	1345	1	260	0
SH3KBP1_-_19905471.23-P1P2	0	2	1353	985
SHARPIN_+_145158677.23-P1P2	4372	5326	1495	3298
SHARPIN_-_145158289.23-P1P2	2653	0	687	1
SHARPIN_-_145158579.23-P1P2	1230	6	1405	1
SHARPIN_-_145158606.23-P1P2	1099	0	2277	2302
SHARPIN_-_145158621.23-P1P2	1414	974	923	1
SHMT1_+_18266268.23-P1P2	799	3871	305	1619
SHMT1_+_18266463.23-P1P2	1094	0	1433	2
SHMT1_+_18266657.23-P1P2	1428	2914	1106	3039
SHMT1_-_18266401.23-P1P2	2665	0	1039	2
SHMT1_-_18266618.23-P1P2	2788	1	1584	1428
SHMT2_+_57623513.23-P1P2	1	0	1	1635
SHMT2_+_57623923.23-P1P2	893	5	920	1362
SHMT2_+_57624167.23-P1P2	0	1	1302	1
SHMT2_-_57623529.23-P1P2	3392	3368	1727	1
SHMT2_-_57623532.23-P1P2	1	0	566	0
SHPK_+_3539475.23-P1P2	4588	6	1985	1653
SHPK_+_3539487.23-P1P2	1198	1	2171	3352
SHPK_+_3539509.23-P1P2	8	2105	1242	2665
SHPK_+_3539518.23-P1P2	2	2	1574	3025
SHPK_+_3539553.23-P1P2	1894	0	628	1612
SIGLEC1_+_3687427.23-P1P2	385	0	812	0
SIGLEC1_+_3687496.23-P1P2	1150	1	1791	429
SIGLEC1_+_3687508.23-P1P2	0	0	536	1
SIGLEC1_-_3687573.23-P1P2	0	0	176	0
SIGLEC1_-_3687813.23-P1P2	1114	5178	93	1568
SIGLEC7_+_51645723.23-P1P2	991	2	799	0
SIGLEC7_+_51645963.23-P1P2	2	0	207	1600
SIGLEC7_-_51645741.23-P1P2	2646	0	2570	3
SIGLEC7_-_51645847.23-P1P2	1455	1	275	0
SIGLEC7_-_51645851.23-P1P2	1743	2	769	1834
SIGMAR1_+_34637367.23-P1P2	3808	8	1501	3518
SIGMAR1_+_34637739.23-P1P2	3909	6	2503	1071
SIGMAR1_+_34637779.23-P1P2	868	1	539	0
SIGMAR1_-_34637242.23-P1P2	0	0	0	0
SIGMAR1_-_34637345.23-P1P2	2607	9287	812	1661
SIK1_+_44846560.23-P1P2	3761	5904	1911	1745
SIK1_+_44846607.23-P1P2	0	0	973	0
SIK1_+_44846934.23-P1P2	4023	1	1310	2
SIK1_+_44847002.23-P1P2	567	4	1619	1778
SIK1_-_44846966.23-P1P2	1131	1	1135	0
SIK2_+_111473263.23-P1P2	0	0	715	0
SIK2_-_111473134.23-P1P2	0	3	3470	1766
SIK2_-_111473357.23-P1P2	1	0	372	1
SIK2_-_111473372.23-P1P2	2270	6595	1982	3398
SIK2_-_111473540.23-P1P2	1	1	1525	1683
SIK3_+_116968685.23-P1P2	0	0	357	0
SIK3_+_116968907.23-P1P2	1	1610	2334	0
SIK3_+_116968913.23-P1P2	1694	1	2259	1
SIK3_+_116969124.23-P1P2	0	0	107	0
SIK3_-_116968953.23-P1P2	4460	5	1998	4
SIRPA_+_1875667.23-P1P2	1036	2	2550	1771
SIRPA_+_1876008.23-P1P2	2723	6	1925	5602
SIRPA_+_1876041.23-P1P2	4387	2	2324	1863
SIRPA_+_1876462.23-P1P2	1986	2	3627	1950
SIRPA_+_1876526.23-P1P2	3	1	537	967
SIRPD_+_1538325.23-P1P2	1088	1	331	0
SIRPD_+_1538338.23-P1P2	3063	2980	735	3818
SIRPD_+_1538348.23-P1P2	4	5101	920	2
SIRPD_-_1538262.23-P1P2	15	16040	1175	7
SIRPD_-_1538303.23-P1P2	4	2823	805	1
SIRT3_-_235923.23-P1P2	0	0	568	0
SIRT3_-_235976.23-P1P2	4063	4267	1471	2
SIRT3_-_236305.23-P1P2	2771	5252	2967	1990
SIRT3_-_236754.23-P1P2	1	0	142	2019
SIRT3_-_236847.23-P1P2	1332	3	707	1
SI_+_164796208.23-P1P2	0	0	149	0
SI_+_164796255.23-P1P2	3991	4	968	1
SI_-_164796264.23-P1P2	1863	0	655	0
SI_-_164796270.23-P1P2	3907	3	282	1
SI_-_164796291.23-P1P2	1569	3	643	1
SKP1_+_133512375.23-P1P2	0	0	0	0
SKP1_+_133512521.23-P1P2	560	3	1631	7575
SKP1_-_133512401.23-P1P2	0	0	227	0
SKP1_-_133512593.23-P1P2	4382	6	2659	3311
SKP1_-_133512608.23-P1P2	0	0	0	0
SKP2_+_36152259.23-P1P2	2205	2335	2065	2039
SKP2_+_36152621.23-P1P2	5	5118	618	4
SKP2_-_36152222.23-P1P2	2654	6385	927	2700
SKP2_-_36152306.23-P1P2	1074	5367	1512	1
SKP2_-_36152309.23-P1P2	2255	5	1441	2424
SLC12A1_+_48483849.23-P2	19	0	463	0
SLC12A1_+_48483912.23-P2	3333	4	652	4
SLC12A1_+_48483918.23-P2	37	0	741	0
SLC12A1_+_48484258.23-P2	5824	7986	3373	759
SLC12A1_+_48498465.23-P1	2368	2	941	3815
SLC12A1_+_48498504.23-P1	0	0	302	0
SLC12A1_+_48498519.23-P1	0	0	135	0
SLC12A1_-_48483917.23-P2	615	3244	1165	1999
SLC12A1_-_48498516.23-P1	1431	5962	680	1
SLC12A1_-_48498605.23-P1	1244	1	176	3
SLC12A2_+_127419487.23-P1P2	3544	7471	2395	1371
SLC12A2_+_127419680.23-P1P2	724	2024	1384	1228
SLC12A2_+_127419772.23-P1P2	2751	4974	2240	1973
SLC12A2_-_127419157.23-P1P2	2748	18695	3254	1143
SLC12A2_-_127419495.23-P1P2	1137	3	1065	3586
SLC12A3_+_56899159.23-P1P2	5372	4310	2986	4880
SLC12A3_+_56899174.23-P1P2	3246	3131	2783	0
SLC12A3_+_56899184.23-P1P2	2594	2452	3398	3892
SLC12A3_+_56899521.23-P1P2	3315	3	932	1412
SLC12A3_-_56899179.23-P1P2	1	4	2333	1246
SLC12A4_+_68000197.23-P2	4704	2	2414	1786
SLC12A4_+_68000214.23-P2	3970	6	467	1740
SLC12A4_+_68000345.23-P2	1	1	1477	0
SLC12A4_+_68002091.23-P1	0	2	534	0
SLC12A4_+_68002547.23-P1	0	0	420	0
SLC12A4_-_68000659.23-P2	1615	1	1911	2055
SLC12A4_-_68000698.23-P2	1	0	684	0
SLC12A4_-_68002110.23-P1	1270	0	792	1
SLC12A4_-_68002434.23-P1	786	1	3803	2437
SLC12A4_-_68002462.23-P1	4	1	1435	0
SLC12A5_+_44650330.23-P1	1	0	572	1
SLC12A5_+_44650334.23-P1	0	0	0	0
SLC12A5_+_44650352.23-P1	23	4911	2003	444
SLC12A5_+_44650365.23-P1	295	2	1507	0
SLC12A5_+_44657866.23-P2	2275	3	1451	3
SLC12A5_+_44658268.23-P2	3318	6	2520	1836
SLC12A5_-_44650525.23-P1	1689	7	1329	3928
SLC12A5_-_44657914.23-P2	1	2858	162	0
SLC12A5_-_44657932.23-P2	2653	1	1309	1800
SLC12A5_-_44658309.23-P2	1	3	396	907
SLC12A6_+_34610517.23-P1	0	0	83	0
SLC12A6_+_34610922.23-P1	2833	1	1366	2038
SLC12A6_+_34610943.23-P1	1360	0	1093	0
SLC12A6_+_34629770.23-P2	1640	3	686	3479
SLC12A6_+_34630130.23-P2	0	0	0	0
SLC12A6_+_34630144.23-P2	1495	0	0	2
SLC12A6_-_34610620.23-P1	0	2669	871	0
SLC12A6_-_34610999.23-P1	256	0	1300	1
SLC12A6_-_34629888.23-P2	1248	1	3057	2
SLC12A6_-_34630182.23-P2	2	1	2069	0
SLC12A7_+_1111744.23-P1P2	3	1	1600	1837
SLC12A7_+_1111766.23-P1P2	1074	4	2530	3145
SLC12A7_+_1112118.23-P1P2	1	1	1452	0
SLC12A7_-_1112081.23-P1P2	3984	7	2202	4
SLC12A7_-_1112102.23-P1P2	2	2	1398	1440
SLC13A1_+_122839639.23-P1P2	3	2	1437	1056
SLC13A1_-_122839554.23-P1P2	3174	2	530	1701
SLC13A1_-_122839558.23-P1P2	0	0	507	0
SLC13A1_-_122839921.23-P1P2	1	0	2109	0
SLC13A1_-_122839927.23-P1P2	4633	643	773	1152
SLC13A2_+_26800672.23-P1P2	1	0	547	0
SLC13A2_+_26800749.23-P1P2	3	2	900	1612
SLC13A2_+_26801133.23-P1P2	1155	2114	1720	6457
SLC13A2_+_26801144.23-P1P2	1	3	1063	1750
SLC13A2_+_26801153.23-P1P2	558	5	1791	1751
SLC13A3_+_45280053.23-P1P2	2662	5	2838	5853
SLC13A3_+_45280056.23-P1P2	2063	1	3816	1585
SLC13A3_-_45279824.23-P1P2	2991	3	2666	3054
SLC13A3_-_45279975.23-P1P2	1683	2	1390	1831
SLC13A3_-_45280083.23-P1P2	914	2828	2030	5
SLC16A1_+_113478527.23-P2	1091	1	1664	0
SLC16A1_+_113478552.23-P2	2	1	974	2000
SLC16A1_+_113498757.23-P1	2665	2	693	1
SLC16A1_+_113498772.23-P1	2	3	1555	0
SLC16A1_+_113498778.23-P1	4159	7900	1782	3
SLC16A1_+_113498791.23-P1	0	0	1330	913
SLC16A1_-_113478273.23-P2	1835	1	598	0
SLC16A1_-_113478612.23-P2	0	0	0	0
SLC16A1_-_113478654.23-P2	2	5510	2	1
SLC16A1_-_113498857.23-P1	1460	3374	2279	2
SLC16A2_+_73640768.23-P1P2	9	3005	2137	677
SLC16A2_+_73641544.23-P1P2	884	6693	1624	4
SLC16A2_+_73641712.23-P1P2	1153	4241	3754	3297
SLC16A2_+_73641791.23-P1P2	1320	7	2081	1908
SLC16A2_-_73641731.23-P1P2	1880	3	872	1072
SLC16A3_+_80187376.23-P1P2	1420	0	1334	0
SLC16A3_+_80187380.23-P1P2	0	0	562	1
SLC16A3_-_80186288.23-P1P2	3854	4	1678	3461
SLC16A3_-_80186928.23-P1P2	1678	0	1080	0
SLC16A3_-_80187314.23-P1P2	4507	7	2981	2904
SLC16A4_+_110933139.23-P1P2	0	2	1	1690
SLC16A4_+_110933229.23-P1P2	1326	1694	918	0
SLC16A4_+_110933631.23-P1P2	1	0	788	1759
SLC16A4_-_110933396.23-P1P2	1571	0	197	0
SLC16A4_-_110933639.23-P1P2	2868	3	419	1
SLC16A5_+_73084113.23-P1P2	10	1	855	7058
SLC16A5_+_73084285.23-P1P2	1	1	713	0
SLC16A5_-_73084264.23-P1P2	0	0	0	0
SLC16A5_-_73084461.23-P1P2	4179	2	2844	1962
SLC16A5_-_73084495.23-P1P2	1188	4761	1478	3367
SLC16A6_+_66286815.23-P1P2	5522	2339	950	4
SLC16A6_+_66287127.23-P1P2	1	1	1006	0
SLC16A6_+_66287263.23-P1P2	1184	3	850	1806
SLC16A6_+_66287286.23-P1P2	919	0	141	0
SLC16A6_-_66286812.23-P1P2	1	0	139	0
SLC16A7_+_59990162.23-P1P2	12	5060	2126	3531
SLC16A7_-_59989906.23-P1P2	1386	4717	784	2725
SLC16A7_-_59990082.23-P1P2	0	0	825	0
SLC16A7_-_59990273.23-P1P2	0	0	0	0
SLC16A7_-_59990406.23-P1P2	4001	4	2698	3680
SLC16A8_+_38479702.23-P1P2	0	0	134	0
SLC16A8_+_38479814.23-P1P2	3831	1	1258	3
SLC16A8_+_38479879.23-P1P2	0	1	1047	0
SLC16A8_-_38478943.23-P1P2	1537	0	1015	2
SLC16A8_-_38480095.23-P1P2	1	1	446	845
SLC18A1_+_20040178.23-P1P2	3	5474	150	2165
SLC18A1_+_20040572.23-P1P2	1723	1	721	2
SLC18A1_+_20040580.23-P1P2	2655	1	604	0
SLC18A1_-_20040184.23-P1P2	7	5204	1285	5
SLC18A1_-_20040614.23-P1P2	3103	1799	271	3857
SLC18A2_+_119000666.23-P1P2	5045	3	2091	0
SLC18A2_+_119001112.23-P1P2	1579	0	2177	5
SLC18A2_-_119000662.23-P1P2	1187	3196	2282	1797
SLC18A2_-_119000674.23-P1P2	4085	2903	2067	2351
SLC18A2_-_119000707.23-P1P2	1212	1	382	1
SLC19A2_+_169454745.23-P1P2	12	5130	748	1804
SLC19A2_+_169455154.23-P1P2	2263	4	667	2044
SLC19A2_+_169455167.23-P1P2	1624	2	1220	5025
SLC19A2_+_169455177.23-P1P2	4437	1477	1695	6
SLC19A2_-_169455185.23-P1P2	0	0	65	0
SLC19A3_+_228582681.23-P1P2	585	1	860	3
SLC19A3_+_228582697.23-P1P2	2326	4921	2873	1191
SLC19A3_-_228582383.23-P1P2	1398	1	478	1644
SLC19A3_-_228582668.23-P1P2	0	0	480	0
SLC19A3_-_228582749.23-P1P2	2179	0	802	0
SLC1A1_+_4490573.23-P1P2	3	0	1776	0
SLC1A1_+_4490877.23-P1P2	1411	3	1074	1887
SLC1A1_-_4490518.23-P1P2	5588	4215	1808	5110
SLC1A1_-_4490670.23-P1P2	1	0	355	0
SLC1A1_-_4490847.23-P1P2	1326	1	563	1
SLC1A2_+_35440631.23-P1P2	2	0	874	222
SLC1A2_+_35440634.23-P1P2	1647	0	1533	0
SLC1A2_+_35440646.23-P1P2	2675	4	1377	4
SLC1A2_+_35441046.23-P1P2	0	0	768	0
SLC1A2_-_35440725.23-P1P2	4744	5	1823	3
SLC1A3_+_36606734.23-P1	2121	4488	2409	6594
SLC1A3_+_36606767.23-P1	0	0	751	0
SLC1A3_+_36607166.23-P1	1	1	1367	1810
SLC1A3_+_36608348.23-P2	1	2	272	1371
SLC1A3_+_36608387.23-P2	0	0	73	0
SLC1A3_+_36608766.23-P2	2195	0	866	1
SLC1A3_-_36606936.23-P1	5	4719	1068	0
SLC1A3_-_36607116.23-P1	1	0	1039	0
SLC1A3_-_36608368.23-P2	1586	1	2553	1813
SLC1A3_-_36608560.23-P2	0	0	244	0
SLC1A4_+_65215738.23-P1P2	1303	1	877	1
SLC1A4_+_65216520.23-P1P2	3052	5698	1337	1884
SLC1A4_+_65216740.23-P1P2	3700	2557	2846	4
SLC1A4_+_65216746.23-P1P2	1687	0	2396	0
SLC1A4_-_65216546.23-P1P2	1395	2	1321	1920
SLC1A5_+_47287944.23-P2	16	0	1049	1888
SLC1A5_+_47288025.23-P2	6554	2888	1671	4
SLC1A5_+_47291829.23-P1	1183	5761	3571	1670
SLC1A5_-_47287974.23-P2	4540	2781	2942	1827
SLC1A5_-_47288007.23-P2	1526	0	2554	2
SLC1A5_-_47288033.23-P2	7	5357	972	3
SLC1A5_-_47291608.23-P1	595	1	959	769
SLC1A5_-_47291784.23-P1	902	3688	1442	1576
SLC1A5_-_47291800.23-P1	10	4168	1427	4050
SLC1A5_-_47291808.23-P1	1456	1	1152	1
SLC1A6_-_15090161.23-P1P2	1598	1110	801	1152
SLC1A6_-_15090475.23-P1P2	1	2115	940	1560
SLC1A6_-_15090481.23-P1P2	763	0	1123	0
SLC1A6_-_15090509.23-P1P2	1030	4925	2031	1562
SLC1A6_-_15090514.23-P1P2	1174	3	2381	1
SLC1A7_+_53607936.23-P1P2	858	127	1747	4
SLC1A7_+_53608281.23-P1P2	2200	6056	1643	1829
SLC1A7_-_53608028.23-P1P2	0	1	936	0
SLC1A7_-_53608263.23-P1P2	11203	4	1635	1807
SLC1A7_-_53608290.23-P1P2	1125	1	1862	714
SLC22A11_+_64323147.23-P1P2	318	3	917	0
SLC22A11_+_64323847.23-P1P2	4816	1	1686	2907
SLC22A11_+_64323882.23-P1P2	2	1	585	3821
SLC22A11_-_64323437.23-P1P2	0	0	519	1
SLC22A11_-_64323801.23-P1P2	3142	1	1322	799
SLC22A4_+_131630131.23-P1P2	2	3	1223	2644
SLC22A4_+_131630151.23-P1P2	1404	3214	1083	1630
SLC22A4_+_131630452.23-P1P2	4910	2	2424	1284
SLC22A4_-_131630098.23-P1P2	2	1	888	3655
SLC22A4_-_131630297.23-P1P2	1681	1524	1587	1
SLC22A5_+_131705454.23-P1P2	0	3	1667	0
SLC22A5_+_131705460.23-P1P2	2137	3	2248	3716
SLC22A5_+_131705464.23-P1P2	2473	0	1935	1926
SLC22A5_+_131705776.23-P1P2	1467	1	926	64
SLC22A5_-_131705498.23-P1P2	1554	3153	2198	1427
SLC22A6_+_62751976.23-P1P2	1784	6	1918	2
SLC22A6_+_62752206.23-P1P2	1372	3121	858	2
SLC22A6_+_62752351.23-P1P2	1526	1207	697	1757
SLC22A6_-_62751928.23-P1P2	730	3033	1196	1917
SLC22A6_-_62752460.23-P1P2	3199	2	348	0
SLC22A8_+_62783251.23-P1P2	1358	6	628	3180
SLC22A8_-_62782889.23-P1P2	0	2	271	768
SLC22A8_-_62783111.23-P1P2	3	1	1432	1652
SLC22A8_-_62783227.23-P1P2	3633	2928	1813	797
SLC22A8_-_62783290.23-P1P2	13	4582	571	3693
SLC23A1_+_138718508.23-P1P2	12	1	721	5996
SLC23A1_+_138718916.23-P1P2	1430	5650	1195	2
SLC23A1_+_138718935.23-P1P2	16	5432	1084	2141
SLC23A1_-_138718586.23-P1P2	0	0	414	1
SLC23A1_-_138718981.23-P1P2	3	4531	1305	3698
SLC25A10_+_79670445.23-P1P2	2182	1	318	894
SLC25A10_+_79670494.23-P1P2	0	0	142	0
SLC25A10_-_79670475.23-P1P2	1226	0	649	174
SLC25A10_-_79670688.23-P1P2	0	0	94	0
SLC25A10_-_79670886.23-P1P2	807	2004	2060	1766
SLC25A12_+_172750283.23-P1P2	0	0	91	0
SLC25A12_+_172750360.23-P1P2	0	0	900	0
SLC25A12_+_172750711.23-P1P2	3262	3	1903	5316
SLC25A12_+_172750720.23-P1P2	1691	4347	3887	5012
SLC25A12_+_172750738.23-P1P2	1447	2	2608	4
SLC25A13_+_95950956.23-P1P2	5337	1	1063	1
SLC25A13_-_95951309.23-P1P2	3176	2	2516	3
SLC25A13_-_95951335.23-P1P2	3237	4	1659	0
SLC25A13_-_95951352.23-P1P2	4546	6114	858	2726
SLC25A13_-_95951355.23-P1P2	4	1	607	2601
SLC25A15_+_41363705.23-P1P2	3088	4	1415	3323
SLC25A15_+_41363767.23-P1P2	4	8453	1094	3027
SLC25A15_-_41363758.23-P1P2	2303	3163	2222	3
SLC25A15_-_41363761.23-P1P2	688	1	1353	0
SLC25A15_-_41364180.23-P1P2	3431	1938	755	2789
SLC25A18_+_18043228.23-P1P2	1	1	635	1703
SLC25A18_+_18043431.23-P1P2	3464	3	557	1667
SLC25A18_+_18043621.23-P1P2	0	0	857	0
SLC25A18_-_18043219.23-P1P2	2	2770	1179	2
SLC25A18_-_18043604.23-P1P2	7	6496	1286	3
SLC25A20_+_48935934.23-P1P2	3	1	1206	2015
SLC25A20_+_48935995.23-P1P2	0	1	361	0
SLC25A20_+_48936025.23-P1P2	0	0	0	0
SLC25A20_+_48936316.23-P1P2	0	2	603	1656
SLC25A20_-_48935919.23-P1P2	1	0	253	0
SLC25A22_+_797857.23-P1P2	1422	2	685	1199
SLC25A22_+_797860.23-P1P2	1429	1922	1893	2
SLC25A22_+_798051.23-P1P2	2573	3187	1914	2637
SLC25A22_-_798194.23-P1P2	2001	7777	1229	1087
SLC25A22_-_798278.23-P1P2	3952	1484	3427	4511
SLC25A29_+_100772343.23-P1P2	5	2166	1835	3593
SLC25A29_+_100772379.23-P1P2	2743	2370	2089	2017
SLC25A29_-_100772412.23-P1P2	1759	2	1122	1962
SLC25A29_-_100772719.23-P1P2	3363	11265	1963	2261
SLC25A29_-_100772767.23-P1P2	1434	1	931	0
SLC25A2_+_140683235.23-P1P2	0	0	7	0
